userId,score,timestamp,movieId,platform,score_avg
4,3.0,1042667945,as3590,amazon,3.5
4,3.0,1042674787,as6060,amazon,3.5
4,4.0,1042674412,ns7019,netflix,3.5
4,3.0,1042674845,hs2716,hulu,3.7
4,4.0,1042674787,hs357,hulu,3.6
4,3.0,1042674761,ns6155,netflix,3.6
4,4.0,1042674761,hs1891,hulu,3.6
4,4.0,1042668589,ns6116,netflix,3.5
4,5.0,1042667945,as913,amazon,3.5
4,2.0,1042674886,ns1457,netflix,3.5
4,4.0,1042668559,ns3600,netflix,3.5
4,5.0,1042672546,as8621,amazon,3.5
4,4.0,1042672491,ns773,netflix,3.5
4,3.0,1042668576,hs359,hulu,3.5
4,3.0,1042672363,hs1227,hulu,3.6
4,3.0,1042668505,ds723,disney,3.5
4,4.0,1042672531,ns1690,netflix,3.5
4,1.0,1042668544,ns3279,netflix,3.6
4,4.0,1042668505,ds98,disney,3.5
4,2.0,1042668544,as6877,amazon,3.5
4,3.0,1042668621,ns8044,netflix,3.6
4,4.0,1042672283,ns840,netflix,3.5
4,5.0,1042672546,as394,amazon,3.6
4,4.0,1042672556,ns1216,netflix,3.6
4,3.0,1042672352,hs2635,hulu,3.5
4,4.0,1042674773,ds1232,disney,3.6
4,3.0,1042668589,ns2862,netflix,3.5
4,4.0,1042672592,hs1287,hulu,3.5
4,1.0,1042668521,as4402,amazon,3.6
4,3.0,1042668544,ns7995,netflix,3.5
4,5.0,1042672580,as5406,amazon,3.5
4,4.0,1042672335,ns36,netflix,3.5
4,4.0,1042668576,as8947,amazon,3.6
4,3.0,1042668521,as9202,amazon,3.5
4,3.0,1042668544,as2594,amazon,3.5
4,5.0,1042668604,hs429,hulu,3.5
4,2.0,1042668621,as9647,amazon,3.5
4,4.0,1042674436,hs2615,hulu,3.5
4,4.0,1042672283,ns2426,netflix,3.6
4,2.0,1042672352,ds57,disney,3.5
4,4.0,1042668559,as3364,amazon,3.5
4,3.0,1042672335,ns700,netflix,3.5
4,4.0,1042672491,as1301,amazon,3.5
4,4.0,1042672580,as9097,amazon,3.7
4,2.0,1042672580,as7585,amazon,3.5
4,3.0,1042672592,ns7123,netflix,3.5
4,3.0,1042668559,ns4169,netflix,3.5
4,4.0,1042667845,ns6894,netflix,3.6
4,3.0,1042667925,as8827,amazon,3.5
4,3.0,1042674412,ns5029,netflix,3.6
4,4.0,1042674819,ns884,netflix,3.6
4,3.0,1042674425,as1825,amazon,3.6
4,4.0,1042667845,as8566,amazon,3.5
4,3.0,1042674579,ns3313,netflix,3.6
5,3.0,949423844,ns7571,netflix,3.5
5,2.0,949423787,ns5263,netflix,3.4
5,4.0,949424343,ds341,disney,3.5
5,5.0,949424321,as3116,amazon,3.5
5,5.0,949424271,hs2852,hulu,3.5
5,5.0,949424168,ns6059,netflix,3.5
5,5.0,949424374,hs1956,hulu,3.6
5,5.0,949424374,ns4182,netflix,3.6
5,4.0,949424343,ns5741,netflix,3.4
5,5.0,949424321,ns3385,netflix,3.5
5,5.0,949424271,as2174,amazon,3.5
5,4.0,949424343,ns1021,netflix,3.5
5,5.0,949423787,hs2485,hulu,3.6
5,5.0,949424374,as1854,amazon,3.5
5,5.0,949424271,as7520,amazon,3.6
5,5.0,949423844,hs1070,hulu,3.6
5,5.0,949423787,as3411,amazon,3.5
5,5.0,949424321,as7661,amazon,3.6
5,2.0,949424522,as189,amazon,3.5
5,5.0,949424045,ds577,disney,3.5
5,1.0,949424482,hs601,hulu,3.6
5,5.0,949423938,as7283,amazon,3.5
5,4.0,949423938,as8719,amazon,3.6
5,5.0,949423978,ns7650,netflix,3.6
5,4.0,949424188,as4924,amazon,3.6
5,3.0,949423844,as5856,amazon,3.5
6,3.0,944894480,hs2265,hulu,3.6
6,3.0,944894480,ds1035,disney,3.5
6,4.0,944894144,hs3022,hulu,3.5
6,5.0,944928077,ns632,netflix,3.6
7,5.0,1486253647,ds663,disney,3.6
7,4.0,1486253595,ns6275,netflix,3.6
7,4.0,1486253599,ns1703,netflix,3.5
7,4.5,1486254186,as2834,amazon,3.5
7,4.5,1486253602,as5909,amazon,3.6
7,5.0,1486253781,as2955,amazon,3.6
7,1.5,1486253699,hs1467,hulu,3.5
7,4.0,1486253683,ns6833,netflix,3.5
7,4.5,1486253687,hs2068,hulu,3.6
7,5.0,1486253608,ns695,netflix,3.5
7,4.0,1486253703,as8336,amazon,3.5
7,2.0,1486253944,ds1217,disney,3.6
7,4.5,1486253705,ns3174,netflix,3.6
7,3.5,1486253615,as4687,amazon,3.5
7,2.0,1486253729,ns2464,netflix,3.5
7,4.5,1486253605,as1586,amazon,3.5
7,4.0,1486253719,as9229,amazon,3.6
7,4.0,1486253918,hs616,hulu,3.6
7,2.5,1486253617,ns7059,netflix,3.5
7,2.5,1486253796,as3339,amazon,3.5
7,4.0,1486253619,ns4651,netflix,3.6
7,3.0,1486253758,ns5530,netflix,3.4
7,3.0,1486253891,ds1088,disney,3.5
7,2.5,1486253738,as6200,amazon,3.6
7,2.0,1486253798,ns1494,netflix,3.5
7,4.0,1486253740,ns2933,netflix,3.4
7,2.5,1486253771,as1381,amazon,3.5
7,3.0,1486253787,as3183,amazon,3.5
7,4.0,1486253880,as9240,amazon,3.6
7,3.5,1486253805,ns3348,netflix,3.5
7,2.0,1486253865,ds1213,disney,3.5
7,5.0,1486253675,ns2632,netflix,3.6
7,1.0,1486253975,ns6601,netflix,3.5
7,3.5,1486253733,ns8283,netflix,3.4
7,3.0,1486253695,as4149,amazon,3.5
7,3.5,1486253817,ns2627,netflix,3.5
7,2.5,1486254028,hs2077,hulu,3.5
7,3.0,1486253597,as5400,amazon,3.5
7,3.5,1486253795,as5932,amazon,3.5
7,3.0,1486253817,ns710,netflix,3.6
7,4.5,1486253827,hs2952,hulu,3.6
7,4.0,1486253959,ns8125,netflix,3.5
7,1.5,1486253974,ns5506,netflix,3.5
7,2.5,1486253761,hs1299,hulu,3.6
7,4.5,1486253752,hs2774,hulu,3.5
7,4.5,1486253884,ns2385,netflix,3.6
7,2.0,1486253749,as8949,amazon,3.5
7,4.0,1486253996,ns4801,netflix,3.6
7,3.5,1486253941,as1535,amazon,3.5
7,4.5,1486253789,ns1144,netflix,3.5
7,1.0,1486253905,as522,amazon,3.6
7,2.5,1486253833,as1874,amazon,3.5
8,4.0,1013443596,as8389,amazon,3.5
8,2.0,1013442976,ns6147,netflix,3.5
8,3.0,1013442518,ns7124,netflix,3.5
8,4.0,1013443770,hs925,hulu,3.6
8,3.0,1013442544,ns1911,netflix,3.6
8,3.0,1013443900,as3647,amazon,3.6
8,5.0,1013444101,as2878,amazon,3.5
8,1.0,1013443085,ns7905,netflix,3.5
8,4.0,1013442902,ds893,disney,3.5
8,2.0,1013443939,hs1536,hulu,3.5
8,4.0,1013442921,ns2858,netflix,3.6
8,4.0,1013444101,as7423,amazon,3.6
8,2.0,1013443487,as6197,amazon,3.6
8,2.0,1013443752,ns6547,netflix,3.5
8,2.0,1013443718,ns4493,netflix,3.6
8,4.0,1013442544,as5216,amazon,3.6
8,4.0,1013444101,ns5665,netflix,3.5
8,3.0,1013444040,ns4145,netflix,3.5
8,4.0,1013442408,as7722,amazon,3.5
8,3.0,1013443677,as7046,amazon,3.5
8,3.0,1013442366,ns1097,netflix,3.5
8,3.0,1013442825,as4236,amazon,3.6
8,5.0,1013443659,as313,amazon,3.5
8,4.0,1013443993,hs212,hulu,3.5
8,5.0,1013442804,as1578,amazon,3.5
8,3.0,1013443638,as6766,amazon,3.5
8,1.0,1013442921,hs324,hulu,3.5
8,3.0,1013443596,ns7618,netflix,3.5
8,1.0,1013443848,as6196,amazon,3.4
8,4.0,1013443698,hs1546,hulu,3.6
8,3.0,1013443867,ns4141,netflix,3.5
8,4.0,1013443848,ns8595,netflix,3.5
8,3.0,1013443939,ns5828,netflix,3.5
8,2.0,1013442853,hs1553,hulu,3.5
8,1.0,1013444101,as6032,amazon,3.5
8,1.0,1013443596,ds113,disney,3.5
8,3.0,1013443659,ns8101,netflix,3.5
8,2.0,1013444013,ns2219,netflix,3.6
8,3.0,1013443867,as777,amazon,3.5
8,3.0,1013442518,ns1469,netflix,3.5
8,5.0,1013443447,as4265,amazon,3.5
8,3.0,1013444158,as1393,amazon,3.5
8,2.0,1013443544,ns751,netflix,3.6
8,2.0,1013442936,as559,amazon,3.6
8,3.0,1013442902,as1934,amazon,3.6
8,2.0,1013443698,hs1289,hulu,3.5
8,3.0,1013442804,as5652,amazon,3.6
8,3.0,1013443923,as5415,amazon,3.5
8,3.0,1013443974,ns8038,netflix,3.6
8,3.0,1013442463,hs1134,hulu,3.5
8,2.0,1013443508,ns6989,netflix,3.6
8,4.0,1013442825,ds124,disney,3.5
8,4.0,1013443848,as2706,amazon,3.5
8,2.0,1013442463,as3142,amazon,3.4
8,4.0,1013443974,as1428,amazon,3.6
8,2.0,1013442774,hs2971,hulu,3.5
8,3.0,1013443461,as2804,amazon,3.6
8,4.0,1013443508,ns6991,netflix,3.6
8,3.0,1013443770,ds246,disney,3.6
8,3.0,1013443380,hs1894,hulu,3.5
8,3.0,1013443597,hs1637,hulu,3.5
8,4.0,1013442463,ns3766,netflix,3.5
8,2.0,1013443529,as1725,amazon,3.6
8,3.0,1013443659,as4900,amazon,3.5
8,3.0,1013443731,as3860,amazon,3.5
8,5.0,1013443796,ns6593,netflix,3.4
8,2.0,1013443461,ds960,disney,3.5
8,4.0,1013443993,ns7277,netflix,3.5
8,1.0,1013443830,ns1821,netflix,3.6
8,4.0,1013442758,as1566,amazon,3.5
8,5.0,1013442902,ns8225,netflix,3.5
8,5.0,1013443881,as8829,amazon,3.6
8,4.0,1013443900,as8625,amazon,3.5
8,3.0,1013444040,as5176,amazon,3.6
8,4.0,1013443447,ns4503,netflix,3.5
8,3.0,1013443796,hs808,hulu,3.6
8,4.0,1013444013,as3141,amazon,3.6
8,4.0,1013443638,ns8556,netflix,3.5
8,1.0,1013442956,hs1909,hulu,3.6
8,1.0,1013443031,ds267,disney,3.5
8,3.0,1013442825,ns4424,netflix,3.5
8,2.0,1013443796,as8250,amazon,3.4
8,2.0,1013443638,hs1415,hulu,3.5
8,3.0,1013443179,ns6418,netflix,3.5
8,3.0,1013443045,as1635,amazon,3.5
8,4.0,1013443447,ds1414,disney,3.6
8,3.0,1013443557,as5620,amazon,3.4
8,4.0,1013444101,ns7593,netflix,3.5
8,3.0,1013443508,as6985,amazon,3.6
8,3.0,1013443070,as4635,amazon,3.6
8,2.0,1013442976,ns4809,netflix,3.5
8,3.0,1013443923,ns8051,netflix,3.5
8,1.0,1013442872,as5771,amazon,3.5
8,2.0,1013442518,ns5125,netflix,3.5
8,4.0,1013442518,ds935,disney,3.5
8,3.0,1013442662,ns6273,netflix,3.5
8,3.0,1013443013,ns1275,netflix,3.5
8,4.0,1013442758,ns1056,netflix,3.6
8,2.0,1013442662,ns4606,netflix,3.5
8,2.0,1013442921,ns2418,netflix,3.5
8,4.0,1013442677,ns2137,netflix,3.6
8,2.0,1013442956,ns4938,netflix,3.6
8,4.0,1013442629,as1327,amazon,3.4
8,2.0,1013443013,as6501,amazon,3.6
8,5.0,1013442758,hs2949,hulu,3.5
8,2.0,1013442707,ns1074,netflix,3.5
8,1.0,1013442956,ns8169,netflix,3.6
8,3.0,1013442989,ns3729,netflix,3.6
8,4.0,1013443338,ns6600,netflix,3.5
8,3.0,1013442629,as9375,amazon,3.5
8,2.0,1013443273,ns1176,netflix,3.5
8,2.0,1013442758,ns5061,netflix,3.5
9,4.5,1073837180,as5079,amazon,3.5
9,4.0,1073837284,as2670,amazon,3.6
9,5.0,1061916357,hs2528,hulu,3.6
9,4.0,1061916288,ns8248,netflix,3.4
9,3.0,1061916233,as7998,amazon,3.6
9,4.0,1061916274,ns3591,netflix,3.5
9,2.0,1061916339,as5612,amazon,3.6
9,5.0,1061918479,ns2741,netflix,3.6
9,2.0,1061916220,as4696,amazon,3.5
9,4.0,1061916215,hs817,hulu,3.5
9,4.5,1061918506,as4421,amazon,3.5
9,4.5,1073837135,ds860,disney,3.6
9,4.0,1073837292,as1068,amazon,3.5
9,4.5,1073837162,as8539,amazon,3.5
9,4.0,1073837244,hs1582,hulu,3.6
9,3.5,1073837197,ns8121,netflix,3.5
9,3.5,1061916295,hs437,hulu,3.6
9,2.5,1061916303,hs1817,hulu,3.4
9,4.0,1061916280,as8897,amazon,3.5
9,4.5,1061916352,as6207,amazon,3.6
9,0.5,1061916373,as773,amazon,3.4
9,4.5,1061916342,hs873,hulu,3.5
9,3.5,1062144212,as507,amazon,3.5
9,4.0,1073837327,ns7908,netflix,3.6
9,5.0,1061916334,ds105,disney,3.5
9,4.5,1061916245,ns827,netflix,3.6
9,4.5,1073837036,ns7856,netflix,3.6
9,5.0,1073837256,ns5027,netflix,3.5
9,3.5,1073837149,as7593,amazon,3.5
9,2.0,1061916416,as4593,amazon,3.6
9,4.0,1073837125,as4096,amazon,3.6
9,4.5,1073837168,ns742,netflix,3.5
9,4.5,1073837131,hs1021,hulu,3.6
9,3.5,1061917407,as889,amazon,3.6
9,2.5,1061917857,as927,amazon,3.6
9,3.0,1061917561,ns6251,netflix,3.4
9,3.5,1061918172,as7715,amazon,3.6
9,4.0,1061917155,ns4950,netflix,3.6
9,4.0,1061917529,ns1011,netflix,3.6
9,3.5,1061917586,as8356,amazon,3.6
9,4.5,1061917148,as4522,amazon,3.5
9,3.5,1061917754,hs635,hulu,3.5
9,4.0,1061916312,ns5432,netflix,3.5
9,4.5,1061916906,hs2529,hulu,3.6
9,5.0,1061917088,as16,amazon,3.5
9,4.0,1073837233,as7295,amazon,3.5
9,4.0,1061916957,as5737,amazon,3.4
9,4.0,1061917359,ds101,disney,3.5
9,5.0,1061917073,ns1620,netflix,3.6
9,5.0,1061917384,as4468,amazon,3.6
9,2.5,1061918204,as1140,amazon,3.5
9,2.5,1061917824,ds691,disney,3.6
9,3.0,1061917439,ns2221,netflix,3.5
9,4.0,1064941670,ds41,disney,3.6
9,4.0,1061917141,as247,amazon,3.5
9,4.0,1061917025,as4943,amazon,3.5
9,3.5,1061917348,ns5746,netflix,3.5
9,4.0,1061917258,ns5082,netflix,3.5
9,5.0,1061916953,hs3035,hulu,3.6
9,4.5,1062237903,ds1209,disney,3.6
9,5.0,1061916981,as6284,amazon,3.5
9,3.0,1061917305,as4889,amazon,3.5
9,3.5,1061917628,ns637,netflix,3.6
9,3.0,1061918107,ns3137,netflix,3.5
9,5.0,1061917411,ns68,netflix,3.5
9,4.0,1061917314,hs962,hulu,3.6
9,2.5,1061917724,as4823,amazon,3.6
9,4.0,1061917454,ns4301,netflix,3.5
9,3.0,1061917166,ds1325,disney,3.4
9,3.5,1061918154,as6423,amazon,3.5
9,3.0,1061917421,ns8162,netflix,3.5
9,4.0,1061917039,ns4691,netflix,3.6
9,3.5,1061917353,as1064,amazon,3.5
9,3.0,1061917874,as5556,amazon,3.6
9,3.5,1061917084,hs1977,hulu,3.5
9,5.0,1073837104,as5851,amazon,3.5
9,5.0,1061917101,ns3914,netflix,3.6
9,4.5,1061917119,as1609,amazon,3.5
9,3.0,1061918001,hs1659,hulu,3.7
9,4.0,1061917069,ns3153,netflix,3.5
9,3.0,1061917377,ns3673,netflix,3.5
9,5.0,1061916492,hs622,hulu,3.4
9,4.0,1063558749,ns3612,netflix,3.5
9,5.0,1073837010,as8404,amazon,3.5
10,4.0,846287850,as4905,amazon,3.5
10,3.0,846288047,as3147,amazon,3.5
10,4.0,846288047,as3432,amazon,3.5
10,5.0,846287850,ns536,netflix,3.6
10,4.0,846288047,ns262,netflix,3.5
10,5.0,846288047,as6095,amazon,3.5
10,5.0,846287850,ns8329,netflix,3.6
10,4.0,846288177,hs1877,hulu,3.6
10,5.0,846288047,as2623,amazon,3.6
10,3.0,846287850,as215,amazon,3.5
10,4.0,846287850,hs502,hulu,3.6
10,4.0,846288177,as2863,amazon,3.4
10,5.0,846288177,ns8591,netflix,3.6
11,3.5,1231677006,as9294,amazon,3.4
11,4.0,1231677071,as139,amazon,3.7
11,3.5,1231677031,as4460,amazon,3.5
11,3.5,1231676989,as2941,amazon,3.5
11,3.5,1231677046,ns173,netflix,3.6
11,2.5,1231677076,as9063,amazon,3.5
11,3.0,1231676984,ns413,netflix,3.6
11,4.0,1231676885,as7114,amazon,3.5
11,4.5,1231678204,as3756,amazon,3.6
11,3.0,1231677016,ds275,disney,3.6
11,4.0,1231676871,ns4861,netflix,3.5
11,3.0,1231677051,as7131,amazon,3.6
11,3.5,1231676994,ns8790,netflix,3.5
11,3.5,1231676849,ns3335,netflix,3.5
11,4.0,1231677066,ns1683,netflix,3.6
11,4.5,1231677900,ns3441,netflix,3.4
11,4.0,1231676857,ns7039,netflix,3.5
11,3.0,1231677056,ds718,disney,3.5
11,3.0,1231677212,ns5392,netflix,3.5
11,2.0,1231677333,as6401,amazon,3.6
11,4.0,1231677094,ns3550,netflix,3.5
11,3.5,1231677184,as3538,amazon,3.6
11,3.5,1231677287,ns567,netflix,3.5
11,2.5,1231677102,ns3198,netflix,3.6
11,3.0,1231677026,hs2125,hulu,3.5
11,3.0,1231675786,ns3209,netflix,3.6
11,3.5,1231677340,as8468,amazon,3.5
11,3.5,1231677151,ns3620,netflix,3.6
11,3.5,1231677261,hs219,hulu,3.6
11,4.0,1231677086,as5618,amazon,3.5
11,4.0,1231677156,as2597,amazon,3.5
11,4.0,1231677061,ns5954,netflix,3.6
11,2.5,1231677276,ns4877,netflix,3.6
11,3.0,1231677021,ns6931,netflix,3.5
11,2.5,1231676159,ns7397,netflix,3.6
11,4.0,1231677321,hs1923,hulu,3.5
11,4.0,1231683195,ns3753,netflix,3.6
11,3.0,1231674951,as8158,amazon,3.6
11,3.5,1231674869,hs2197,hulu,3.4
11,4.0,1231674770,ns3959,netflix,3.5
11,4.0,1231676542,as4013,amazon,3.6
11,3.0,1231677315,ns3775,netflix,3.5
11,3.5,1231677298,hs2877,hulu,3.5
11,3.5,1231677293,hs1136,hulu,3.5
11,3.5,1231674934,as3746,amazon,3.6
11,2.5,1231676574,ns1283,netflix,3.5
11,3.5,1231674880,as8096,amazon,3.5
11,2.0,1231676641,as2860,amazon,3.5
11,3.5,1231677256,as530,amazon,3.6
11,4.5,1231676764,ns3857,netflix,3.5
11,4.0,1231677113,ds227,disney,3.5
11,4.0,1231677609,ns849,netflix,3.5
11,4.5,1231676523,as6668,amazon,3.5
11,3.5,1231676532,ns5273,netflix,3.6
11,4.0,1231677134,as8040,amazon,3.6
11,4.0,1231676517,as3547,amazon,3.6
11,3.5,1231683242,hs1768,hulu,3.5
11,3.5,1231677614,as8825,amazon,3.6
11,2.5,1231677241,hs1240,hulu,3.5
11,2.5,1231675178,as8796,amazon,3.5
11,3.5,1231676496,hs372,hulu,3.6
11,3.5,1231677705,as326,amazon,3.5
11,4.0,1231677192,as1766,amazon,3.5
11,3.5,1231674939,as965,amazon,3.6
11,2.0,1231677737,as8041,amazon,3.6
11,3.0,1231675038,as5162,amazon,3.5
11,4.0,1231677599,as8974,amazon,3.6
11,4.5,1232316133,ns6741,netflix,3.6
11,3.0,1231675958,as2649,amazon,3.5
11,3.5,1231680079,ns4649,netflix,3.5
11,4.0,1231675372,as7943,amazon,3.6
11,3.0,1231682019,ds627,disney,3.5
11,3.0,1231676959,as2237,amazon,3.5
11,3.0,1231675016,ns8658,netflix,3.5
11,2.5,1231676132,as6898,amazon,3.5
11,2.5,1231676190,as6625,amazon,3.5
11,4.0,1231675121,as3815,amazon,3.5
11,2.0,1231676291,ns3958,netflix,3.6
11,3.0,1231683255,as1105,amazon,3.5
11,4.0,1231676477,hs2729,hulu,3.5
11,4.0,1231676569,hs2883,hulu,3.5
11,3.0,1231676053,as2288,amazon,3.6
11,2.0,1231676242,as4208,amazon,3.6
11,0.5,1231676381,as6617,amazon,3.6
11,4.0,1231674889,ns1123,netflix,3.5
11,2.0,1231676270,hs1390,hulu,3.5
11,2.5,1231675980,hs754,hulu,3.5
11,3.0,1231675688,ns6253,netflix,3.5
11,4.0,1231676547,ns3022,netflix,3.5
11,3.5,1231676729,ds423,disney,3.4
11,3.0,1232307026,as7762,amazon,3.5
11,0.5,1231676395,as493,amazon,3.6
11,4.5,1231677865,as6103,amazon,3.5
11,1.5,1231676327,as2319,amazon,3.5
11,3.0,1231675920,ns7183,netflix,3.5
11,3.5,1231675568,ns1351,netflix,3.5
11,2.5,1232316111,hs1815,hulu,3.6
11,3.5,1231676608,ns4898,netflix,3.5
11,3.5,1231675538,as4864,amazon,3.5
11,4.5,1231677913,ns794,netflix,3.5
11,5.0,1231675293,as1341,amazon,3.5
11,3.5,1231675605,as8730,amazon,3.5
11,3.5,1231676680,as7567,amazon,3.5
11,1.5,1231676352,as1237,amazon,3.5
11,3.5,1231676692,ds1340,disney,3.5
11,3.5,1231678614,ns3928,netflix,3.6
11,3.0,1231676613,ns7750,netflix,3.5
11,2.5,1231678942,ns8247,netflix,3.5
11,2.5,1231678930,ns2698,netflix,3.5
11,1.5,1231676313,ns2158,netflix,3.5
11,3.5,1231676511,as4788,amazon,3.5
11,2.5,1231676167,as5526,amazon,3.6
11,2.0,1231676283,as6424,amazon,3.6
11,2.0,1231676234,ns1933,netflix,3.5
11,3.0,1231678424,ns1067,netflix,3.5
11,3.5,1231679030,hs2700,hulu,3.5
11,3.0,1231675998,as3632,amazon,3.5
11,4.0,1231676507,ns8236,netflix,3.6
11,3.0,1231679189,as5073,amazon,3.6
11,3.0,1231677639,as5759,amazon,3.6
11,4.0,1231678514,hs950,hulu,3.5
11,3.5,1231678856,as5875,amazon,3.5
11,2.5,1231678441,hs2928,hulu,3.5
11,3.5,1231675662,hs541,hulu,3.6
11,3.5,1231678869,ns1925,netflix,3.6
11,4.0,1231675424,as4903,amazon,3.6
11,3.0,1231678678,ns7377,netflix,3.5
11,3.5,1231678535,as1048,amazon,3.4
11,2.5,1231679083,as6859,amazon,3.5
11,4.0,1231679151,as2371,amazon,3.6
11,3.0,1231679007,ns1658,netflix,3.5
11,3.5,1231675671,ns5582,netflix,3.6
11,3.5,1231678636,as4058,amazon,3.6
11,2.0,1231678722,as281,amazon,3.5
11,2.5,1231678861,as4124,amazon,3.7
11,4.0,1231677679,ns654,netflix,3.5
11,3.5,1231675521,as412,amazon,3.5
11,3.5,1231678495,as2983,amazon,3.5
11,4.0,1231678687,ns5874,netflix,3.5
11,2.5,1231678670,as2567,amazon,3.6
11,4.0,1231675472,as8174,amazon,3.5
11,3.5,1231675899,ns5681,netflix,3.6
11,3.0,1231678838,as4759,amazon,3.4
11,4.0,1231678565,as3758,amazon,3.5
11,3.5,1231678914,ns2134,netflix,3.5
11,3.0,1231678435,as5943,amazon,3.6
11,4.0,1231675407,ns6080,netflix,3.5
11,4.0,1231678600,as5175,amazon,3.5
11,3.5,1231678587,ns4279,netflix,3.5
11,1.0,1231676372,as5498,amazon,3.6
11,2.5,1231676044,as2585,amazon,3.5
11,2.5,1231676150,hs1069,hulu,3.6
11,4.0,1231675397,ds1394,disney,3.5
11,3.0,1231678904,ds972,disney,3.5
11,3.0,1231678500,as1463,amazon,3.5
11,3.0,1231675722,as6741,amazon,3.6
11,3.0,1231678458,as2376,amazon,3.5
11,3.5,1231675860,ds1124,disney,3.6
11,3.5,1231675589,hs980,hulu,3.6
11,1.5,1231676301,hs927,hulu,3.5
11,4.5,1231676750,as3534,amazon,3.6
11,3.5,1231676501,ns1419,netflix,3.6
11,2.0,1231678825,ns8600,netflix,3.6
11,4.0,1231675415,ns3629,netflix,3.6
11,3.0,1231676119,as2285,amazon,3.4
11,2.0,1231676260,ns6416,netflix,3.5
11,2.0,1231676216,ns6131,netflix,3.6
11,4.5,1231675313,as2442,amazon,3.5
11,3.0,1231675698,ns6095,netflix,3.5
11,3.0,1231675883,as8276,amazon,3.6
11,1.0,1231676342,as1200,amazon,3.5
11,3.5,1231675641,ns4563,netflix,3.5
11,2.5,1231676027,ns2121,netflix,3.5
11,2.0,1231678761,hs1450,hulu,3.5
11,3.5,1231678705,as6430,amazon,3.5
11,3.5,1231676667,as5811,amazon,3.5
11,4.0,1231675622,ns8327,netflix,3.5
11,3.5,1231676629,as7859,amazon,3.5
11,4.0,1231675633,as3419,amazon,3.4
11,2.5,1231676083,hs2209,hulu,3.5
11,4.0,1231675487,as5403,amazon,3.5
11,3.0,1231675910,as2482,amazon,3.5
11,5.0,1231675322,as8266,amazon,3.5
11,2.0,1231678776,as3266,amazon,3.5
11,3.5,1231675599,ns479,netflix,3.5
11,3.5,1231675546,as4379,amazon,3.5
11,3.0,1231675928,ns1380,netflix,3.5
11,3.0,1231678399,ns2492,netflix,3.6
